unique_id,session,bbid,ward,alderperson,vote
2015-2016-233,2015-2016,233,20,Cara Spencer,Aye
2015-2016-233,2015-2016,233,21,Antonio D French,Aye
2015-2016-233,2015-2016,233,22,Jeffrey L Boyd,Aye
2015-2016-233,2015-2016,233,23,Joseph Vaccaro,Aye
2015-2016-233,2015-2016,233,24,Scott Ogilvie,Aye
2015-2016-233,2015-2016,233,25,Shane Cohn,Aye
2015-2016-233,2015-2016,233,27,Chris Carter,Aye
2015-2016-233,2015-2016,233,28,Lyda Krewson,Aye
2015-2016-233,2015-2016,233,President,Lewis E Reed,Aye
2015-2016-233,2015-2016,233,4,Samuel L Moore,Absent
2015-2016-233,2015-2016,233,8,Stephen Conway,Absent
2015-2016-233,2015-2016,233,9,Kenneth Ortmann,Absent
2015-2016-233,2015-2016,233,16,Donna Baringer,Absent
2015-2016-233,2015-2016,233,26,Frank Williamson,Absent
2015-2016-238,2015-2016,238,1,Sharon Tyus,Aye
2015-2016-238,2015-2016,238,2,Dionne Flowers,Aye
2015-2016-238,2015-2016,238,3,Freeman M Bosley Sr.,Aye
2015-2016-238,2015-2016,238,5,Tammika Hubbard,Aye
2015-2016-238,2015-2016,238,6,Christine Ingrassia,Aye
2015-2016-238,2015-2016,238,7,Jack Coatar,Aye
2015-2016-238,2015-2016,238,10,Joseph Vollmer,Aye
2015-2016-238,2015-2016,238,11,Thomas A Villa,Aye
2015-2016-238,2015-2016,238,12,Larry Arnowitz,Aye
2015-2016-238,2015-2016,238,13,Beth Murphy,Aye
2015-2016-238,2015-2016,238,14,Carol Howard,Aye
2015-2016-238,2015-2016,238,15,Megan E. Green,Aye
2015-2016-238,2015-2016,238,17,Joseph D Roddy,Aye
2015-2016-238,2015-2016,238,18,Terry Kennedy,Aye
2015-2016-238,2015-2016,238,19,Marlene E Davis,Aye
2015-2016-238,2015-2016,238,20,Cara Spencer,Aye
2015-2016-238,2015-2016,238,21,Antonio D French,Aye
2015-2016-238,2015-2016,238,22,Jeffrey L Boyd,Aye
2015-2016-238,2015-2016,238,23,Joseph Vaccaro,Aye
2015-2016-238,2015-2016,238,24,Scott Ogilvie,Aye
2015-2016-238,2015-2016,238,25,Shane Cohn,Aye
2015-2016-238,2015-2016,238,27,Chris Carter,Aye
2015-2016-238,2015-2016,238,28,Lyda Krewson,Aye
2015-2016-238,2015-2016,238,President,Lewis E Reed,Aye
2015-2016-238,2015-2016,238,4,Samuel L Moore,Absent
2015-2016-238,2015-2016,238,8,Stephen Conway,Absent
2015-2016-238,2015-2016,238,9,Kenneth Ortmann,Absent
2015-2016-238,2015-2016,238,16,Donna Baringer,Absent
2015-2016-238,2015-2016,238,26,Frank Williamson,Absent
2015-2016-245,2015-2016,245,1,Sharon Tyus,Aye
2015-2016-245,2015-2016,245,2,Dionne Flowers,Aye
2015-2016-245,2015-2016,245,3,Freeman M Bosley Sr.,Aye
2015-2016-245,2015-2016,245,5,Tammika Hubbard,Aye
2015-2016-245,2015-2016,245,6,Christine Ingrassia,Aye
2015-2016-245,2015-2016,245,7,Jack Coatar,Aye
2015-2016-245,2015-2016,245,10,Joseph Vollmer,Aye
2015-2016-245,2015-2016,245,11,Thomas A Villa,Aye
2015-2016-245,2015-2016,245,12,Larry Arnowitz,Aye
2015-2016-245,2015-2016,245,13,Beth Murphy,Aye
2015-2016-245,2015-2016,245,14,Carol Howard,Aye
2015-2016-245,2015-2016,245,15,Megan E. Green,Aye
2015-2016-245,2015-2016,245,17,Joseph D Roddy,Aye
2015-2016-245,2015-2016,245,18,Terry Kennedy,Aye
2015-2016-245,2015-2016,245,19,Marlene E Davis,Aye
2015-2016-245,2015-2016,245,20,Cara Spencer,Aye
2015-2016-245,2015-2016,245,21,Antonio D French,Aye
2015-2016-245,2015-2016,245,22,Jeffrey L Boyd,Aye
2015-2016-245,2015-2016,245,23,Joseph Vaccaro,Aye
2015-2016-245,2015-2016,245,24,Scott Ogilvie,Aye
2015-2016-245,2015-2016,245,25,Shane Cohn,Aye
2015-2016-245,2015-2016,245,27,Chris Carter,Aye
2015-2016-245,2015-2016,245,28,Lyda Krewson,Aye
2015-2016-245,2015-2016,245,President,Lewis E Reed,Aye
2015-2016-245,2015-2016,245,4,Samuel L Moore,Absent
2015-2016-245,2015-2016,245,8,Stephen Conway,Absent
2015-2016-245,2015-2016,245,9,Kenneth Ortmann,Absent
2015-2016-245,2015-2016,245,16,Donna Baringer,Absent
2015-2016-245,2015-2016,245,26,Frank Williamson,Absent
2015-2016-250,2015-2016,250,1,Sharon Tyus,Aye
2015-2016-250,2015-2016,250,2,Dionne Flowers,Aye
2015-2016-250,2015-2016,250,3,Freeman M Bosley Sr.,Aye
2015-2016-250,2015-2016,250,5,Tammika Hubbard,Aye
2015-2016-250,2015-2016,250,6,Christine Ingrassia,Aye
2015-2016-250,2015-2016,250,7,Jack Coatar,Aye
2015-2016-250,2015-2016,250,10,Joseph Vollmer,Aye
2015-2016-250,2015-2016,250,11,Thomas A Villa,Aye
2015-2016-250,2015-2016,250,12,Larry Arnowitz,Aye
2015-2016-250,2015-2016,250,13,Beth Murphy,Aye
2015-2016-250,2015-2016,250,14,Carol Howard,Aye
2015-2016-250,2015-2016,250,15,Megan E. Green,Aye
2015-2016-250,2015-2016,250,17,Joseph D Roddy,Aye
2015-2016-250,2015-2016,250,18,Terry Kennedy,Aye
2015-2016-250,2015-2016,250,19,Marlene E Davis,Aye
2015-2016-250,2015-2016,250,20,Cara Spencer,Aye
2015-2016-250,2015-2016,250,21,Antonio D French,Aye
2015-2016-250,2015-2016,250,22,Jeffrey L Boyd,Aye
2015-2016-250,2015-2016,250,23,Joseph Vaccaro,Aye
2015-2016-250,2015-2016,250,24,Scott Ogilvie,Aye
2015-2016-250,2015-2016,250,25,Shane Cohn,Aye
2015-2016-250,2015-2016,250,27,Chris Carter,Aye
2015-2016-250,2015-2016,250,28,Lyda Krewson,Aye
2015-2016-250,2015-2016,250,President,Lewis E Reed,Aye
2015-2016-250,2015-2016,250,4,Samuel L Moore,Absent
2015-2016-250,2015-2016,250,8,Stephen Conway,Absent
2015-2016-250,2015-2016,250,9,Kenneth Ortmann,Absent
2015-2016-250,2015-2016,250,16,Donna Baringer,Absent
2015-2016-250,2015-2016,250,26,Frank Williamson,Absent
2015-2016-255,2015-2016,255,1,Sharon Tyus,Aye
2015-2016-255,2015-2016,255,2,Dionne Flowers,Aye
2015-2016-255,2015-2016,255,3,Freeman M Bosley Sr.,Aye
2015-2016-255,2015-2016,255,5,Tammika Hubbard,Aye
2015-2016-255,2015-2016,255,6,Christine Ingrassia,Aye
2015-2016-255,2015-2016,255,7,Jack Coatar,Aye
2015-2016-255,2015-2016,255,10,Joseph Vollmer,Aye
2015-2016-255,2015-2016,255,11,Thomas A Villa,Aye
2015-2016-255,2015-2016,255,12,Larry Arnowitz,Aye
2015-2016-255,2015-2016,255,13,Beth Murphy,Aye
2015-2016-255,2015-2016,255,14,Carol Howard,Aye
2015-2016-255,2015-2016,255,15,Megan E. Green,Aye
2015-2016-255,2015-2016,255,17,Joseph D Roddy,Aye
2015-2016-255,2015-2016,255,18,Terry Kennedy,Aye
2015-2016-255,2015-2016,255,19,Marlene E Davis,Aye
2015-2016-255,2015-2016,255,20,Cara Spencer,Aye
2015-2016-255,2015-2016,255,21,Antonio D French,Aye
2015-2016-255,2015-2016,255,22,Jeffrey L Boyd,Aye
2015-2016-255,2015-2016,255,23,Joseph Vaccaro,Aye
2015-2016-255,2015-2016,255,24,Scott Ogilvie,Aye
2015-2016-255,2015-2016,255,25,Shane Cohn,Aye
2015-2016-255,2015-2016,255,27,Chris Carter,Aye
2015-2016-255,2015-2016,255,28,Lyda Krewson,Aye
2015-2016-255,2015-2016,255,President,Lewis E Reed,Aye
2015-2016-255,2015-2016,255,4,Samuel L Moore,Absent
2015-2016-255,2015-2016,255,8,Stephen Conway,Absent
2015-2016-255,2015-2016,255,9,Kenneth Ortmann,Absent
2015-2016-255,2015-2016,255,16,Donna Baringer,Absent
2015-2016-255,2015-2016,255,26,Frank Williamson,Absent
2015-2016-265,2015-2016,265,1,Sharon Tyus,Aye
2015-2016-265,2015-2016,265,2,Dionne Flowers,Aye
2015-2016-265,2015-2016,265,3,Freeman M Bosley Sr.,Aye
2015-2016-265,2015-2016,265,5,Tammika Hubbard,Aye
2015-2016-265,2015-2016,265,6,Christine Ingrassia,Aye
2015-2016-265,2015-2016,265,7,Jack Coatar,Aye
2015-2016-265,2015-2016,265,10,Joseph Vollmer,Aye
2015-2016-265,2015-2016,265,11,Thomas A Villa,Aye
2015-2016-265,2015-2016,265,12,Larry Arnowitz,Aye
2015-2016-265,2015-2016,265,13,Beth Murphy,Aye
2015-2016-265,2015-2016,265,14,Carol Howard,Aye
2015-2016-265,2015-2016,265,15,Megan E. Green,Aye
2015-2016-265,2015-2016,265,17,Joseph D Roddy,Aye
2015-2016-265,2015-2016,265,18,Terry Kennedy,Aye
2015-2016-265,2015-2016,265,19,Marlene E Davis,Aye
2015-2016-265,2015-2016,265,20,Cara Spencer,Aye
2015-2016-265,2015-2016,265,21,Antonio D French,Aye
2015-2016-265,2015-2016,265,22,Jeffrey L Boyd,Aye
2015-2016-265,2015-2016,265,23,Joseph Vaccaro,Aye
2015-2016-265,2015-2016,265,24,Scott Ogilvie,Aye
2015-2016-265,2015-2016,265,25,Shane Cohn,Aye
2015-2016-265,2015-2016,265,27,Chris Carter,Aye
2015-2016-265,2015-2016,265,28,Lyda Krewson,Aye
2015-2016-265,2015-2016,265,President,Lewis E Reed,Aye
2015-2016-265,2015-2016,265,4,Samuel L Moore,Absent
2015-2016-265,2015-2016,265,8,Stephen Conway,Absent
2015-2016-265,2015-2016,265,9,Kenneth Ortmann,Absent
2015-2016-265,2015-2016,265,16,Donna Baringer,Absent
2015-2016-265,2015-2016,265,26,Frank Williamson,Absent
2015-2016-127,2015-2016,127,1,Sharon Tyus,Aye
2015-2016-127,2015-2016,127,2,Dionne Flowers,Aye
2015-2016-127,2015-2016,127,3,Freeman M Bosley Sr.,Aye
2015-2016-127,2015-2016,127,4,Samuel L Moore,Aye
2015-2016-127,2015-2016,127,5,Tammika Hubbard,Aye
2015-2016-127,2015-2016,127,7,Jack Coatar,Aye
2015-2016-127,2015-2016,127,8,Stephen Conway,Aye
2015-2016-127,2015-2016,127,9,Kenneth Ortmann,Aye
2015-2016-127,2015-2016,127,10,Joseph Vollmer,Aye
2015-2016-127,2015-2016,127,11,Thomas A Villa,Aye
2015-2016-127,2015-2016,127,13,Beth Murphy,Aye
2015-2016-127,2015-2016,127,14,Carol Howard,Aye
2015-2016-127,2015-2016,127,15,Megan E. Green,Aye
2015-2016-127,2015-2016,127,16,Donna Baringer,Aye
2015-2016-127,2015-2016,127,17,Joseph D Roddy,Aye
2015-2016-127,2015-2016,127,18,Terry Kennedy,Aye
2015-2016-127,2015-2016,127,19,Marlene E Davis,Aye
2015-2016-127,2015-2016,127,20,Cara Spencer,Aye
2015-2016-127,2015-2016,127,22,Jeffrey L Boyd,Aye
2015-2016-127,2015-2016,127,23,Joseph Vaccaro,Aye
2015-2016-127,2015-2016,127,24,Scott Ogilvie,Aye
2015-2016-127,2015-2016,127,25,Shane Cohn,Aye
2015-2016-127,2015-2016,127,26,Frank Williamson,Aye
2015-2016-127,2015-2016,127,27,Chris Carter,Aye
2015-2016-127,2015-2016,127,28,Lyda Krewson,Aye
2015-2016-127,2015-2016,127,President,Lewis E Reed,Aye
2015-2016-127,2015-2016,127,6,Christine Ingrassia,Absent
2015-2016-127,2015-2016,127,12,Larry Arnowitz,Absent
2015-2016-127,2015-2016,127,21,Antonio D French,Absent
2015-2016-191,2015-2016,191,1,Sharon Tyus,Aye
2015-2016-191,2015-2016,191,2,Dionne Flowers,Aye
2015-2016-191,2015-2016,191,3,Freeman M Bosley Sr.,Aye
2015-2016-191,2015-2016,191,4,Samuel L Moore,Aye
2015-2016-191,2015-2016,191,5,Tammika Hubbard,Aye
2015-2016-191,2015-2016,191,7,Jack Coatar,Aye
2015-2016-191,2015-2016,191,8,Stephen Conway,Aye
2015-2016-191,2015-2016,191,9,Kenneth Ortmann,Aye
2015-2016-191,2015-2016,191,10,Joseph Vollmer,Aye
2015-2016-191,2015-2016,191,11,Thomas A Villa,Aye
2015-2016-191,2015-2016,191,13,Beth Murphy,Aye
2015-2016-191,2015-2016,191,14,Carol Howard,Aye
2015-2016-191,2015-2016,191,15,Megan E. Green,Aye
2015-2016-191,2015-2016,191,16,Donna Baringer,Aye
2015-2016-191,2015-2016,191,17,Joseph D Roddy,Aye
2015-2016-191,2015-2016,191,18,Terry Kennedy,Aye
2015-2016-191,2015-2016,191,19,Marlene E Davis,Aye
2015-2016-191,2015-2016,191,20,Cara Spencer,Aye
2015-2016-191,2015-2016,191,22,Jeffrey L Boyd,Aye
2015-2016-191,2015-2016,191,23,Joseph Vaccaro,Aye
2015-2016-191,2015-2016,191,24,Scott Ogilvie,Aye
2015-2016-191,2015-2016,191,25,Shane Cohn,Aye
2015-2016-191,2015-2016,191,26,Frank Williamson,Aye
2015-2016-191,2015-2016,191,27,Chris Carter,Aye
2015-2016-191,2015-2016,191,28,Lyda Krewson,Aye
2015-2016-191,2015-2016,191,President,Lewis E Reed,Aye
2015-2016-191,2015-2016,191,6,Christine Ingrassia,Absent
2015-2016-191,2015-2016,191,12,Larry Arnowitz,Absent
2015-2016-191,2015-2016,191,21,Antonio D French,Absent
2015-2016-249,2015-2016,249,1,Sharon Tyus,Aye
2015-2016-249,2015-2016,249,2,Dionne Flowers,Aye
2015-2016-249,2015-2016,249,3,Freeman M Bosley Sr.,Aye
2015-2016-249,2015-2016,249,4,Samuel L Moore,Aye
2015-2016-249,2015-2016,249,5,Tammika Hubbard,Aye
2015-2016-249,2015-2016,249,7,Jack Coatar,Aye
2015-2016-249,2015-2016,249,8,Stephen Conway,Aye
2015-2016-249,2015-2016,249,9,Kenneth Ortmann,Aye
2015-2016-249,2015-2016,249,10,Joseph Vollmer,Aye
2015-2016-249,2015-2016,249,11,Thomas A Villa,Aye
2015-2016-249,2015-2016,249,13,Beth Murphy,Aye
2015-2016-249,2015-2016,249,14,Carol Howard,Aye
2015-2016-249,2015-2016,249,15,Megan E. Green,Aye
2015-2016-249,2015-2016,249,16,Donna Baringer,Aye
2015-2016-249,2015-2016,249,17,Joseph D Roddy,Aye
2015-2016-249,2015-2016,249,18,Terry Kennedy,Aye
2015-2016-249,2015-2016,249,19,Marlene E Davis,Aye
2015-2016-249,2015-2016,249,20,Cara Spencer,Aye
2015-2016-249,2015-2016,249,22,Jeffrey L Boyd,Aye
2015-2016-249,2015-2016,249,23,Joseph Vaccaro,Aye
2015-2016-249,2015-2016,249,24,Scott Ogilvie,Aye
2015-2016-249,2015-2016,249,25,Shane Cohn,Aye
2015-2016-249,2015-2016,249,26,Frank Williamson,Aye
2015-2016-249,2015-2016,249,27,Chris Carter,Aye
2015-2016-249,2015-2016,249,28,Lyda Krewson,Aye
2015-2016-249,2015-2016,249,President,Lewis E Reed,Aye
2015-2016-249,2015-2016,249,6,Christine Ingrassia,Absent
2015-2016-249,2015-2016,249,12,Larry Arnowitz,Absent
2015-2016-249,2015-2016,249,21,Antonio D French,Absent
2015-2016-219,2015-2016,219,2,Dionne Flowers,Aye
2015-2016-219,2015-2016,219,3,Freeman M Bosley Sr.,Aye
2015-2016-219,2015-2016,219,4,Samuel L Moore,Aye
2015-2016-219,2015-2016,219,5,Tammika Hubbard,Aye
2015-2016-219,2015-2016,219,7,Jack Coatar,Aye
2015-2016-219,2015-2016,219,8,Stephen Conway,Aye
2015-2016-219,2015-2016,219,9,Kenneth Ortmann,Aye
2015-2016-219,2015-2016,219,10,Joseph Vollmer,Aye
2015-2016-219,2015-2016,219,13,Beth Murphy,Aye
2015-2016-219,2015-2016,219,14,Carol Howard,Aye
2015-2016-219,2015-2016,219,16,Donna Baringer,Aye
2015-2016-219,2015-2016,219,17,Joseph D Roddy,Aye
2015-2016-219,2015-2016,219,19,Marlene E Davis,Aye
2015-2016-219,2015-2016,219,21,Antonio D French,Aye
2015-2016-219,2015-2016,219,23,Joseph Vaccaro,Aye
2015-2016-219,2015-2016,219,28,Lyda Krewson,Aye
2015-2016-219,2015-2016,219,President,Lewis E Reed,Aye
2015-2016-219,2015-2016,219,1,Sharon Tyus,No
2015-2016-219,2015-2016,219,6,Christine Ingrassia,No
2015-2016-219,2015-2016,219,11,Thomas A Villa,No
2015-2016-219,2015-2016,219,15,Megan E. Green,No
2015-2016-219,2015-2016,219,20,Cara Spencer,No
2015-2016-219,2015-2016,219,22,Jeffrey L Boyd,No
2015-2016-219,2015-2016,219,24,Scott Ogilvie,No
2015-2016-219,2015-2016,219,25,Shane Cohn,No
2015-2016-219,2015-2016,219,27,Chris Carter,No
2015-2016-219,2015-2016,219,12,Larry Arnowitz,Present
2015-2016-219,2015-2016,219,18,Terry Kennedy,Absent
2015-2016-219,2015-2016,219,26,Frank Williamson,Absent
2015-2016-237,2015-2016,237,2,Dionne Flowers,Aye
2015-2016-237,2015-2016,237,3,Freeman M Bosley Sr.,Aye
2015-2016-237,2015-2016,237,4,Samuel L Moore,Aye
2015-2016-237,2015-2016,237,5,Tammika Hubbard,Aye
2015-2016-237,2015-2016,237,6,Christine Ingrassia,Aye
2015-2016-237,2015-2016,237,7,Jack Coatar,Aye
2015-2016-237,2015-2016,237,9,Kenneth Ortmann,Aye
2015-2016-237,2015-2016,237,10,Joseph Vollmer,Aye
2015-2016-237,2015-2016,237,11,Thomas A Villa,Aye
2015-2016-237,2015-2016,237,12,Larry Arnowitz,Aye
2015-2016-237,2015-2016,237,13,Beth Murphy,Aye
2015-2016-237,2015-2016,237,14,Carol Howard,Aye
2015-2016-237,2015-2016,237,16,Donna Baringer,Aye
2015-2016-237,2015-2016,237,17,Joseph D Roddy,Aye
2015-2016-237,2015-2016,237,18,Terry Kennedy,Aye
2015-2016-237,2015-2016,237,20,Cara Spencer,Aye
2015-2016-237,2015-2016,237,21,Antonio D French,Aye
2015-2016-237,2015-2016,237,22,Jeffrey L Boyd,Aye
2015-2016-237,2015-2016,237,23,Joseph Vaccaro,Aye
2015-2016-237,2015-2016,237,24,Scott Ogilvie,Aye
2015-2016-237,2015-2016,237,25,Shane Cohn,Aye
2015-2016-237,2015-2016,237,27,Chris Carter,Aye
2015-2016-237,2015-2016,237,28,Lyda Krewson,Aye
2015-2016-237,2015-2016,237,President,Lewis E Reed,Aye
2015-2016-237,2015-2016,237,15,Megan E. Green,No
2015-2016-237,2015-2016,237,1,Sharon Tyus,Absent
2015-2016-237,2015-2016,237,8,Stephen Conway,Absent
2015-2016-237,2015-2016,237,19,Marlene E Davis,Absent
2015-2016-237,2015-2016,237,26,Frank Williamson,Absent
2015-2016-246,2015-2016,246,2,Dionne Flowers,Aye
2015-2016-246,2015-2016,246,3,Freeman M Bosley Sr.,Aye
2015-2016-246,2015-2016,246,4,Samuel L Moore,Aye
2015-2016-246,2015-2016,246,5,Tammika Hubbard,Aye
2015-2016-246,2015-2016,246,6,Christine Ingrassia,Aye
2015-2016-246,2015-2016,246,7,Jack Coatar,Aye
2015-2016-246,2015-2016,246,9,Kenneth Ortmann,Aye
2015-2016-246,2015-2016,246,10,Joseph Vollmer,Aye
2015-2016-246,2015-2016,246,11,Thomas A Villa,Aye
2015-2016-246,2015-2016,246,12,Larry Arnowitz,Aye
2015-2016-246,2015-2016,246,13,Beth Murphy,Aye
2015-2016-246,2015-2016,246,14,Carol Howard,Aye
2015-2016-246,2015-2016,246,16,Donna Baringer,Aye
2015-2016-246,2015-2016,246,17,Joseph D Roddy,Aye
2015-2016-246,2015-2016,246,18,Terry Kennedy,Aye
2015-2016-246,2015-2016,246,20,Cara Spencer,Aye
2015-2016-246,2015-2016,246,21,Antonio D French,Aye
2015-2016-246,2015-2016,246,22,Jeffrey L Boyd,Aye
2015-2016-246,2015-2016,246,23,Joseph Vaccaro,Aye
2015-2016-246,2015-2016,246,24,Scott Ogilvie,Aye
2015-2016-246,2015-2016,246,25,Shane Cohn,Aye
2015-2016-246,2015-2016,246,27,Chris Carter,Aye
2015-2016-246,2015-2016,246,28,Lyda Krewson,Aye
2015-2016-246,2015-2016,246,President,Lewis E Reed,Aye
2015-2016-246,2015-2016,246,15,Megan E. Green,No
2015-2016-246,2015-2016,246,1,Sharon Tyus,Absent
2015-2016-246,2015-2016,246,8,Stephen Conway,Absent
2015-2016-246,2015-2016,246,19,Marlene E Davis,Absent
2015-2016-246,2015-2016,246,26,Frank Williamson,Absent
2015-2016-190,2015-2016,190,1,Sharon Tyus,Aye
2015-2016-190,2015-2016,190,2,Dionne Flowers,Aye
2015-2016-190,2015-2016,190,3,Freeman M Bosley Sr.,Aye
2015-2016-190,2015-2016,190,4,Samuel L Moore,Aye
2015-2016-190,2015-2016,190,5,Tammika Hubbard,Aye
2015-2016-190,2015-2016,190,6,Christine Ingrassia,Aye
2015-2016-190,2015-2016,190,7,Jack Coatar,Aye
2015-2016-190,2015-2016,190,8,Stephen Conway,Aye
2015-2016-190,2015-2016,190,9,Kenneth Ortmann,Aye
2015-2016-190,2015-2016,190,10,Joseph Vollmer,Aye
2015-2016-190,2015-2016,190,11,Thomas A Villa,Aye
2015-2016-190,2015-2016,190,12,Larry Arnowitz,Aye
2015-2016-190,2015-2016,190,14,Carol Howard,Aye
2015-2016-190,2015-2016,190,15,Megan E. Green,Aye
2015-2016-190,2015-2016,190,16,Donna Baringer,Aye
2015-2016-190,2015-2016,190,17,Joseph D Roddy,Aye
2015-2016-190,2015-2016,190,18,Terry Kennedy,Aye
2015-2016-190,2015-2016,190,19,Marlene E Davis,Aye
2015-2016-190,2015-2016,190,20,Cara Spencer,Aye
2015-2016-190,2015-2016,190,21,Antonio D French,Aye
2015-2016-190,2015-2016,190,22,Jeffrey L Boyd,Aye
2015-2016-190,2015-2016,190,23,Joseph Vaccaro,Aye
2015-2016-190,2015-2016,190,27,Chris Carter,Aye
2015-2016-190,2015-2016,190,28,Lyda Krewson,Aye
2015-2016-190,2015-2016,190,President,Lewis E Reed,Aye
2015-2016-190,2015-2016,190,24,Scott Ogilvie,No
2015-2016-190,2015-2016,190,25,Shane Cohn,No
2015-2016-190,2015-2016,190,13,Beth Murphy,Absent
2015-2016-190,2015-2016,190,26,Frank Williamson,Absent
2015-2016-171,2015-2016,171,1,Sharon Tyus,Aye
2015-2016-171,2015-2016,171,2,Dionne Flowers,Aye
2015-2016-171,2015-2016,171,3,Freeman M Bosley Sr.,Aye
2015-2016-171,2015-2016,171,4,Samuel L Moore,Aye
2015-2016-171,2015-2016,171,5,Tammika Hubbard,Aye
2015-2016-171,2015-2016,171,6,Christine Ingrassia,Aye
2015-2016-171,2015-2016,171,7,Jack Coatar,Aye
2015-2016-171,2015-2016,171,8,Stephen Conway,Aye
2015-2016-171,2015-2016,171,9,Kenneth Ortmann,Aye
2015-2016-171,2015-2016,171,10,Joseph Vollmer,Aye
2015-2016-171,2015-2016,171,11,Thomas A Villa,Aye
2015-2016-171,2015-2016,171,12,Larry Arnowitz,Aye
2015-2016-171,2015-2016,171,13,Beth Murphy,Aye
2015-2016-171,2015-2016,171,15,Megan E. Green,Aye
2015-2016-171,2015-2016,171,16,Donna Baringer,Aye
2015-2016-171,2015-2016,171,17,Joseph D Roddy,Aye
2015-2016-171,2015-2016,171,18,Terry Kennedy,Aye
2015-2016-171,2015-2016,171,19,Marlene E Davis,Aye
2015-2016-171,2015-2016,171,20,Cara Spencer,Aye
2015-2016-171,2015-2016,171,21,Antonio D French,Aye
2015-2016-171,2015-2016,171,22,Jeffrey L Boyd,Aye
2015-2016-171,2015-2016,171,23,Joseph Vaccaro,Aye
2015-2016-171,2015-2016,171,24,Scott Ogilvie,Aye
2015-2016-171,2015-2016,171,25,Shane Cohn,Aye
2015-2016-171,2015-2016,171,27,Chris Carter,Aye
2015-2016-171,2015-2016,171,28,Lyda Krewson,Aye
2015-2016-171,2015-2016,171,President,Lewis E Reed,Aye
2015-2016-171,2015-2016,171,14,Carol Howard,Absent
2015-2016-171,2015-2016,171,26,Frank Williamson,Absent
2015-2016-180,2015-2016,180,1,Sharon Tyus,Aye
2015-2016-180,2015-2016,180,2,Dionne Flowers,Aye
2015-2016-180,2015-2016,180,3,Freeman M Bosley Sr.,Aye
2015-2016-180,2015-2016,180,4,Samuel L Moore,Aye
2015-2016-180,2015-2016,180,5,Tammika Hubbard,Aye
2015-2016-180,2015-2016,180,6,Christine Ingrassia,Aye
2015-2016-180,2015-2016,180,7,Jack Coatar,Aye
2015-2016-180,2015-2016,180,8,Stephen Conway,Aye
2015-2016-180,2015-2016,180,9,Kenneth Ortmann,Aye
2015-2016-180,2015-2016,180,10,Joseph Vollmer,Aye
2015-2016-180,2015-2016,180,11,Thomas A Villa,Aye
2015-2016-180,2015-2016,180,12,Larry Arnowitz,Aye
2015-2016-180,2015-2016,180,13,Beth Murphy,Aye
2015-2016-180,2015-2016,180,15,Megan E. Green,Aye
2015-2016-180,2015-2016,180,16,Donna Baringer,Aye
2015-2016-180,2015-2016,180,17,Joseph D Roddy,Aye
2015-2016-180,2015-2016,180,18,Terry Kennedy,Aye
2015-2016-180,2015-2016,180,19,Marlene E Davis,Aye
2015-2016-180,2015-2016,180,20,Cara Spencer,Aye
2015-2016-180,2015-2016,180,21,Antonio D French,Aye
2015-2016-180,2015-2016,180,22,Jeffrey L Boyd,Aye
2015-2016-180,2015-2016,180,23,Joseph Vaccaro,Aye
2015-2016-180,2015-2016,180,24,Scott Ogilvie,Aye
2015-2016-180,2015-2016,180,25,Shane Cohn,Aye
2015-2016-180,2015-2016,180,27,Chris Carter,Aye
2015-2016-180,2015-2016,180,28,Lyda Krewson,Aye
2015-2016-180,2015-2016,180,President,Lewis E Reed,Aye
2015-2016-180,2015-2016,180,14,Carol Howard,Absent
2015-2016-180,2015-2016,180,26,Frank Williamson,Absent
2015-2016-181,2015-2016,181,1,Sharon Tyus,Aye
2015-2016-181,2015-2016,181,2,Dionne Flowers,Aye
2015-2016-181,2015-2016,181,3,Freeman M Bosley Sr.,Aye
2015-2016-181,2015-2016,181,4,Samuel L Moore,Aye
2015-2016-181,2015-2016,181,5,Tammika Hubbard,Aye
2015-2016-181,2015-2016,181,6,Christine Ingrassia,Aye
2015-2016-181,2015-2016,181,7,Jack Coatar,Aye
2015-2016-181,2015-2016,181,8,Stephen Conway,Aye
2015-2016-181,2015-2016,181,9,Kenneth Ortmann,Aye
2015-2016-181,2015-2016,181,10,Joseph Vollmer,Aye
2015-2016-181,2015-2016,181,11,Thomas A Villa,Aye
2015-2016-181,2015-2016,181,12,Larry Arnowitz,Aye
2015-2016-181,2015-2016,181,13,Beth Murphy,Aye
2015-2016-181,2015-2016,181,15,Megan E. Green,Aye
2015-2016-181,2015-2016,181,16,Donna Baringer,Aye
2015-2016-181,2015-2016,181,17,Joseph D Roddy,Aye
2015-2016-181,2015-2016,181,18,Terry Kennedy,Aye
2015-2016-181,2015-2016,181,19,Marlene E Davis,Aye
2015-2016-181,2015-2016,181,20,Cara Spencer,Aye
2015-2016-181,2015-2016,181,21,Antonio D French,Aye
2015-2016-181,2015-2016,181,22,Jeffrey L Boyd,Aye
2015-2016-181,2015-2016,181,23,Joseph Vaccaro,Aye
2015-2016-181,2015-2016,181,24,Scott Ogilvie,Aye
2015-2016-181,2015-2016,181,25,Shane Cohn,Aye
2015-2016-181,2015-2016,181,27,Chris Carter,Aye
2015-2016-181,2015-2016,181,28,Lyda Krewson,Aye
2015-2016-181,2015-2016,181,President,Lewis E Reed,Aye
2015-2016-181,2015-2016,181,14,Carol Howard,Absent
2015-2016-181,2015-2016,181,26,Frank Williamson,Absent
